Customer_num,recommendedProducts
C_41724,P_11890|P_10040|P_2417
C_417445,P_7819|P_14546|P_14591
C_418186,P_29640|P_30643|P_4822
C_418621,P_9168|P_7819|P_4822
C_418626,P_44182|P_44183|P_24332
C_418815,P_31638|P_26559|P_17292
C_419022,P_7819|P_14546|P_4822
C_419080,P_22754|P_4822|P_2799
C_419166,P_15021|P_44660|P_31655
C_419405,P_2102|P_7819|P_14546
C_41946,P_6354|P_34405|P_24599
C_419465,P_40591|P_4716|P_34933
C_419745,P_7819|P_14546|P_14595
C_420700,P_4822|P_15306|P_15307
C_421564,P_8463|P_10091|P_30576
C_421616,P_7917|P_26846|P_39867
C_421680,P_15473|P_4822|P_2937
C_421723,P_8677|P_24985|P_13196
C_422685,P_3698|P_7819|P_12777
C_422712,P_29640|P_16717|P_4822
C_422848,P_12777|P_14546|P_14838
C_422918,P_4822|P_7819|P_14546
C_423081,P_33925|P_4411|P_19894
C_42314,P_19539|P_7819|P_3135
C_423174,P_28612|P_4483|P_35697
C_423234,P_7819|P_9169|P_14546
C_423237,P_7819|P_14595|P_9459
C_423409,P_12777|P_7819|P_14546
C_423448,P_14546|P_4822|P_6688
C_423493,P_26044|P_28522|P_7819
C_423660,P_12742|P_30505|P_12741
C_423802,P_39637|P_38105|P_38111
C_423812,P_7819|P_14546|P_12777
C_423863,P_34644|P_35767|P_14924
C_424102,P_14546|P_12777|P_25867
C_424194,P_16884|P_27450|P_4335
C_424243,P_14546|P_9459|P_9510
C_424526,P_33907|P_34653|P_33898
C_424574,P_9227|P_643|P_16012
C_424873,P_2951|P_28164|P_30971
C_425186,P_1831|P_42153|P_42158
C_425205,P_12777|P_9168|P_1926
C_425237,P_7819|P_14546|P_44458
C_42578,P_7819|P_12777|P_7983
C_425885,P_17959|P_19610|P_25896
C_425897,P_6433|P_9548|P_14546
C_426000,P_29424|P_4716|P_34933
C_426178,P_14546|P_2342|P_12777
C_426274,P_7819|P_12777|P_40591
C_42648,P_13567|P_13570|P_4822
C_427503,P_7819|P_14591|P_12777
C_427510,P_684|P_1926|P_518
C_427661,P_14546|P_14591|P_4822
C_427956,P_28728|P_28669|P_31424
C_428351,P_7819|P_12777|P_14546
C_428603,P_4335|P_27362|P_27450
C_42863,P_14546|P_12777|P_9510
C_428810,P_12777|P_4822|P_14591
C_429405,P_40577|P_14591|P_15307
C_430912,P_44255|P_44439|P_44254
C_430924,P_14546|P_7782|P_14838
C_430998,P_12846|P_40519|P_2341
C_431,P_7819|P_14591|P_2341
C_431129,P_14546|P_12777|P_7819
C_431269,P_29640|P_24677|P_999
C_431609,P_7819|P_14546|P_12777
C_431687,P_7010|P_7016|P_7012
C_431847,P_2226|P_4822|P_24318
C_432110,P_36051|P_33704|P_1310
C_432169,P_7819|P_12777|P_14546
C_432522,P_26204|P_15023|P_40819
C_432673,P_12777|P_14591|P_9510
C_432877,P_4298|P_4301|P_1926
C_432997,P_9168|P_4822|P_7162
C_433307,P_12777|P_14591|P_9459
C_433795,P_7819|P_4822|P_14546
C_433854,P_43126|P_14546|P_7819
C_433883,P_14546|P_14591|P_4919
C_433969,P_14546|P_14591|P_4919
C_434125,P_7819|P_12777|P_14591
C_434475,P_9168|P_7819|P_4822
C_434619,P_7819|P_12777|P_14546
C_434752,P_7819|P_14546|P_12777
C_434941,P_18533|P_17133|P_18534
C_434967,P_4822|P_8625|P_40519
C_435119,P_12777|P_40590|P_7819
C_435181,P_14838|P_7983|P_7782
C_435195,P_12777|P_7819|P_14546
C_435476,P_12846|P_12847|P_12850
C_435534,P_13370|P_7819|P_13365
C_436215,P_7819|P_9169|P_41533
C_436248,P_12777|P_9459|P_14595
C_436892,P_6055|P_4109|P_19798
C_437831,P_14546|P_14838|P_14591
C_438170,P_12777|P_7819|P_14546
C_438499,P_15361|P_41821|P_41926
C_438507,P_3294|P_13750|P_2725
C_438720,P_30644|P_7757|P_9168
C_438758,P_26647|P_35376|P_16042
C_438776,P_7819|P_14546|P_12777
C_43893,P_44256|P_44268|P_14546
C_439001,P_16723|P_40182|P_34389
C_439143,P_28638|P_31599|P_4314
C_439226,P_19784|P_15473|P_40519
C_439289,P_25230|P_23005|P_25239
C_439349,P_10109|P_12218|P_41960
C_439445,P_7819|P_12777|P_14546
C_43954,P_7819|P_12777|P_14838
C_440439,P_12777|P_14591|P_14838
C_44048,P_28060|P_15021|P_28066
C_440508,P_20130|P_7031|P_18441
C_440580,P_12777|P_14546|P_14591
C_44059,P_21133|P_35740|P_39318
C_441083,P_31643|P_27047|P_7336
C_441198,P_7819|P_14546|P_12777
C_441239,P_7819|P_14546|P_16717
C_44143,P_26913|P_30990|P_26905
C_441586,P_7819|P_12777|P_14546
C_441639,P_8254|P_25430|P_14315
C_441838,P_14546|P_7819|P_4822
C_442010,P_18792|P_5751|P_34831
C_442043,P_18777|P_15793|P_18701
C_442173,P_13204|P_33343|P_7819
C_442309,P_41888|P_43223|P_26481
C_442891,P_21444|P_30782|P_22034
C_443190,P_9785|P_5546|P_5775
C_443518,P_14591|P_14838|P_14595
C_444204,P_9963|P_40215|P_17444
C_444422,P_44184|P_44185|P_7819
C_444616,P_8567|P_28260|P_4432
C_444823,P_5982|P_20480|P_4822
C_444875,P_2718|P_4822|P_12256
C_444898,P_12777|P_14546|P_4822
C_444921,P_7819|P_12777|P_14838
C_444976,P_14546|P_12777|P_14591
C_445162,P_18112|P_30613|P_38278
C_445972,P_15722|P_42788|P_15105
C_446378,P_44439|P_44474|P_44475
C_446461,P_40519|P_7819|P_14591
C_446466,P_7819|P_9168|P_16717
C_446702,P_12848|P_12846|P_12850
C_447073,P_7819|P_12777|P_4822
C_447152,P_12777|P_4822|P_14546
C_447929,P_7819|P_12777|P_14546
C_448565,P_7819|P_12777|P_14546
C_448666,P_7819|P_10799|P_22920
C_449102,P_10674|P_20204|P_1766
C_449196,P_3420|P_40167|P_15096
C_449724,P_14062|P_2566|P_40167
C_450640,P_35961|P_14111|P_5037
C_450741,P_36081|P_22358|P_31646
C_45079,P_14546|P_14591|P_4822
C_450805,P_4822|P_15307|P_40519
C_451039,P_3668|P_17867|P_1240
C_451083,P_7983|P_9459|P_14591
C_451140,P_32162|P_40167|P_18777
C_45175,P_22236|P_2029|P_2704
C_451911,P_14546|P_27165|P_12777
C_452189,P_12777|P_14546|P_14591
C_452743,P_7819|P_3379|P_31471
C_452834,P_17051|P_9713|P_14450
C_45315,P_3286|P_34282|P_3289
C_453242,P_2667|P_10914|P_18636
C_453368,P_7819|P_14546|P_14838
C_453531,P_14546|P_7819|P_16717
C_454080,P_7819|P_12777|P_14546
C_454568,P_863|P_13582|P_19142
C_454627,P_406|P_27079|P_7406
C_454828,P_7819|P_14546|P_14591
C_45497,P_16717|P_14546|P_6895
C_455016,P_7819|P_14546|P_12777
C_455576,P_14546|P_7819|P_12777
C_455661,P_14546|P_40519|P_7819
C_455818,P_4919|P_7819|P_14546
C_455890,P_7819|P_12777|P_14546
C_456043,P_17184|P_7175|P_3709
C_456289,P_44308|P_44198|P_1926
C_456461,P_41654|P_13497|P_11472
C_456481,P_7819|P_14546|P_12777
C_4566,P_2211|P_25749|P_9168
C_456880,P_24269|P_24256|P_8254
C_456919,P_4822|P_7819|P_14546
C_45715,P_12134|P_18880|P_42337
C_457160,P_6672|P_4301|P_4299
C_457523,P_14546|P_12777|P_14591
C_457573,P_14546|P_12777|P_14838
C_457587,P_9962|P_9817|P_37246
C_457876,P_2664|P_27112|P_17351
C_458098,P_8089|P_16359|P_38646
C_458443,P_7819|P_14546|P_7983
C_45954,P_14546|P_14591|P_13545
C_460018,P_2590|P_3096|P_82
C_46017,P_26197|P_18710|P_8351
C_460182,P_952|P_41080|P_36273
C_460315,P_33351|P_31416|P_35694
C_460520,P_34833|P_25368|P_6449
C_460710,P_28074|P_27929|P_27997
C_460960,P_15307|P_40519|P_15473
C_461178,P_7819|P_14546|P_4822
C_461424,P_17630|P_22358|P_8970
C_461853,P_4919|P_10799|P_22920
C_4622,P_25458|P_7235|P_27531
C_462307,P_7819|P_12777|P_14591
C_463159,P_9168|P_18119|P_2511
C_463367,P_8839|P_7819|P_14590
C_463407,P_12777|P_14546|P_14591
C_463927,P_7819|P_8625|P_15307
C_464462,P_14591|P_14595|P_9459
C_464485,P_16717|P_7819|P_33809
C_464686,P_14546|P_12777|P_4919
C_464735,P_18406|P_25219|P_3945
C_464743,P_11613|P_15854|P_28148
C_46513,P_28231|P_18639|P_8694
C_465133,P_12777|P_7819|P_14546
C_465274,P_12777|P_4822|P_7819
C_465445,P_14546|P_15307|P_2342
C_465525,P_14546|P_14838|P_7782
C_466189,P_458|P_697|P_10753
C_466662,P_7819|P_14546|P_12777
C_466748,P_42477|P_34763|P_30391
C_466810,P_44268|P_44256|P_44255
C_467675,P_14546|P_12777|P_14591
C_467717,P_10551|P_13890|P_182
C_467859,P_12777|P_14546|P_4822
C_468387,P_35379|P_36299|P_18095
C_468445,P_14591|P_2341|P_14838
C_469023,P_7819|P_4822|P_12777
C_469142,P_7819|P_14546|P_44452
C_469361,P_40231|P_40228|P_30004
C_469452,P_18954|P_17059|P_18952
C_469636,P_33981|P_10404|P_33633
C_469800,P_37596|P_41779|P_42119
C_46982,P_44256|P_44458|P_44255
C_471525,P_7819|P_9169|P_12777
C_471958,P_12777|P_14546|P_14591
C_472080,P_14546|P_12777|P_9168
C_472375,P_4822|P_14546|P_16717
C_472685,P_9168|P_7819|P_16717
C_472854,P_24611|P_12027|P_29692
C_473012,P_7819|P_14546|P_12777
C_473035,P_7819|P_14546|P_14591
C_473441,P_40519|P_4822|P_8625
C_473762,P_12777|P_14546|P_7819
C_473920,P_5941|P_28282|P_2417
C_474211,P_5802|P_40217|P_15393
C_474213,P_12777|P_7819|P_23583
C_474281,P_44439|P_44255|P_44256
C_474453,P_33356|P_31962|P_26345
C_474632,P_12777|P_14546|P_14838
C_474749,P_7819|P_4822|P_40519
C_474966,P_14546|P_32019|P_41707
C_475245,P_14546|P_12777|P_9168
C_475352,P_7819|P_34689|P_35002
C_475361,P_12294|P_40848|P_26778
C_475470,P_31707|P_37586|P_28237
C_4758,P_15307|P_40519|P_16717
C_475976,P_12105|P_4822|P_9168
C_476213,P_14546|P_12777|P_456
C_476238,P_7819|P_14546|P_12777
C_476603,P_10268|P_36221|P_19977
C_476625,P_30643|P_8463|P_7024
C_476850,P_39638|P_38111|P_38107
C_477347,P_7117|P_32162|P_7116
C_477357,P_14546|P_12777|P_4822
C_477460,P_7819|P_12777|P_14591
C_477610,P_4822|P_7819|P_40519
C_477821,P_7048|P_34833|P_28914
C_478062,P_12990|P_41469|P_31962
C_4784,P_7819|P_4822|P_4218
C_47906,P_15307|P_8625|P_12852
C_479165,P_17036|P_38235|P_213
C_479313,P_28626|P_28612|P_27086
C_479424,P_14591|P_14595|P_4822
C_479686,P_14546|P_7819|P_12777
C_480294,P_12777|P_14546|P_14838
C_480570,P_7819|P_4919|P_12777
C_481115,P_7819|P_14591|P_12777
C_481171,P_7819|P_12777|P_14546
C_481747,P_2295|P_11677|P_10009
C_482162,P_7819|P_14546|P_14591
C_482418,P_14546|P_7819|P_4822
C_482468,P_19340|P_15605|P_1766
C_482523,P_4299|P_4300|P_4301
C_482634,P_12216|P_34663|P_13187
C_482666,P_4483|P_35697|P_41284
C_483157,P_44783|P_15174|P_26570
C_48331,P_24677|P_11985|P_18179
C_483460,P_18838|P_13545|P_15015
C_483612,P_14546|P_4822|P_7819
C_483622,P_7819|P_883|P_14546
C_48364,P_20963|P_6487|P_42147
C_483741,P_33338|P_29847|P_34277
C_483819,P_25875|P_33704|P_1310
C_484047,P_22034|P_9459|P_34831
C_484071,P_7819|P_14591|P_14838
C_484279,P_4919|P_12777|P_14546
C_484303,P_18536|P_18530|P_18532
C_484406,P_33897|P_34686|P_33905
C_484415,P_7819|P_24677|P_16717
C_484609,P_7819|P_14546|P_14591
C_485121,P_14712|P_28570|P_28538
C_485178,P_4250|P_4252|P_9785
C_485207,P_15307|P_15306|P_4822
C_485334,P_7819|P_12777|P_40519
C_48538,P_33748|P_11613|P_15854
C_485420,P_12777|P_14546|P_14591
C_485758,P_18530|P_18532|P_17133
C_4858,P_14546|P_7819|P_12777
C_485910,P_5080|P_44499|P_33368
C_486104,P_4919|P_14546|P_9168
C_486640,P_14546|P_14591|P_14838
C_486698,P_34798|P_34799|P_13992
C_487136,P_40568|P_29815|P_36239
C_487458,P_12256|P_15307|P_2341
C_487470,P_4822|P_2027|P_14546
C_487622,P_9899|P_7819|P_12777
C_487735,P_37203|P_18805|P_4597
C_487829,P_12777|P_14591|P_4822
C_487931,P_14838|P_7983|P_4509
C_488004,P_7819|P_12777|P_4822
C_488300,P_14546|P_12777|P_14591
C_488508,P_4822|P_14546|P_7819
C_48851,P_24677|P_7819|P_44298
C_488822,P_15307|P_7819|P_2342
C_489046,P_7819|P_14546|P_12777
C_489390,P_35192|P_25430|P_19435
C_489543,P_24255|P_24256|P_24262
C_489563,P_13070|P_24408|P_20971
C_489843,P_9239|P_33907|P_34775
C_48999,P_16717|P_9168|P_14546
C_490853,P_42096|P_6090|P_2342
C_491242,P_30876|P_42753|P_30448
C_491385,P_12777|P_14546|P_14591
C_491924,P_11191|P_18697|P_41207
C_491935,P_4186|P_23005|P_15288
C_492210,P_30644|P_1830|P_17952
C_492343,P_35379|P_36299|P_30487
C_492386,P_3607|P_3710|P_9168
C_492620,P_6481|P_35570|P_10914
C_493396,P_4822|P_12806|P_8625
C_493425,P_12777|P_41363|P_1377
C_493640,P_7819|P_14546|P_15307
C_494256,P_14546|P_7819|P_14591
C_494465,P_13947|P_5200|P_6457
C_494731,P_14546|P_4822|P_16717
C_494787,P_7030|P_16717|P_19894
C_494930,P_12777|P_14591|P_14595
C_49502,P_7819|P_14546|P_16717
C_495164,P_41282|P_20204|P_37200
C_495175,P_14546|P_12777|P_14591
C_495501,P_12777|P_14591|P_2341
C_495924,P_14546|P_12777|P_4822
C_496604,P_4822|P_40519|P_7819
C_496955,P_5013|P_25779|P_27387
C_496988,P_31038|P_35351|P_8611
C_497033,P_7819|P_14546|P_14591
C_497086,P_9169|P_36801|P_6874
C_497104,P_31267|P_1997|P_18422
C_497168,P_29640|P_14546|P_5906
C_497259,P_7819|P_16717|P_9168
C_49726,P_7819|P_14546|P_12777
C_497354,P_7819|P_14546|P_12777
C_497391,P_14546|P_12777|P_9510
C_497455,P_44274|P_43948|P_44566
C_497617,P_12304|P_10842|P_9856
C_497688,P_40519|P_15306|P_4822
C_49773,P_15317|P_25919|P_42967
C_497920,P_7819|P_14546|P_37927
C_498133,P_24313|P_34472|P_28835
C_49818,P_15307|P_7819|P_14546
C_498349,P_7819|P_12777|P_14546
C_498891,P_12311|P_19478|P_6481
C_499044,P_7819|P_14546|P_12777
C_4995,P_28599|P_24389|P_24385
C_499563,P_7819|P_14838|P_7983
C_499934,P_15307|P_4919|P_8625
C_500274,P_11706|P_31307|P_35378
C_50077,P_7819|P_12777|P_12806
C_500822,P_15193|P_13582|P_10373
C_501493,P_14546|P_30644|P_12777
C_501536,P_7819|P_4822|P_12777
C_501614,P_16717|P_18395|P_9169
C_501640,P_43947|P_1009|P_5125
C_501851,P_14546|P_12777|P_14838
C_501967,P_12777|P_14546|P_9459
C_502051,P_4822|P_14546|P_4919
C_502296,P_17630|P_22358|P_8970
C_502541,P_18536|P_18533|P_18529
C_502635,P_8175|P_27726|P_38018
C_502707,P_4822|P_15307|P_12777
C_503273,P_14546|P_7819|P_4822
C_503333,P_457|P_44268|P_44458
C_503397,P_4867|P_15638|P_13726
C_503651,P_14546|P_12777|P_14838
C_504022,P_8939|P_24186|P_36299
C_504103,P_14546|P_4822|P_2342
C_504313,P_43849|P_40726|P_28945
C_50532,P_37716|P_19116|P_21099
C_505595,P_7819|P_37586|P_28237
C_505724,P_14546|P_12777|P_13193
C_506204,P_4822|P_9168|P_40519
C_506287,P_42747|P_42742|P_19658
C_506308,P_14546|P_12777|P_9168
C_506594,P_31761|P_13297|P_35139
C_506602,P_30858|P_30857|P_18638
C_507388,P_7819|P_14546|P_9169
C_50754,P_14546|P_12777|P_14591
C_507600,P_7819|P_12777|P_9459
C_507847,P_29699|P_33771|P_9678
C_507884,P_14546|P_12777|P_4822
C_507985,P_2428|P_10547|P_2427
C_507993,P_14715|P_21360|P_1831
C_509085,P_38234|P_12612|P_40100
C_509318,P_7782|P_14595|P_9459
C_509475,P_40685|P_26478|P_40077
C_510241,P_3134|P_26782|P_16097
C_510470,P_35379|P_36299|P_5209
C_510506,P_20301|P_38670|P_20296
C_510596,P_13649|P_12795|P_24275
C_510750,P_30643|P_1926|P_12848
C_510782,P_14591|P_14838|P_9459
C_510818,P_36299|P_41117|P_25413
C_510834,P_18740|P_18719|P_18745
C_510883,P_7031|P_18441|P_19468
C_511246,P_7819|P_14546|P_12777
C_511644,P_30589|P_2566|P_11734
C_511710,P_28160|P_23583|P_14546
C_51200,P_7819|P_14546|P_12777
C_512196,P_44256|P_44458|P_44474
C_512217,P_1926|P_2211|P_19715
C_512239,P_12777|P_7819|P_14546
C_512708,P_14546|P_7819|P_16717
C_512947,P_38238|P_35712|P_19285
C_513071,P_40519|P_10066|P_10370
C_513181,P_15307|P_15473|P_40519
C_513468,P_38061|P_43937|P_19340
C_513698,P_4822|P_14546|P_16717
C_513868,P_7819|P_4156|P_43325
C_51400,P_44256|P_44458|P_44439
C_51414,P_12777|P_7819|P_14838
C_51472,P_37292|P_40090|P_14788
C_514776,P_14546|P_7819|P_16717
C_514905,P_6610|P_18103|P_8493
C_51499,P_12216|P_21326|P_29165
C_515033,P_14546|P_14591|P_12777
C_51535,P_28718|P_18521|P_11417
C_515500,P_1926|P_14546|P_7819
C_515845,P_4822|P_14546|P_7819
C_515947,P_12777|P_7782|P_14591
C_516469,P_3135|P_19539|P_28581
C_516635,P_15473|P_15475|P_29864
C_516822,P_6058|P_34763|P_27110
C_5171,P_26149|P_20718|P_30926
C_517289,P_7819|P_4822|P_14546
C_51758,P_9169|P_12256|P_4822
C_517954,P_14546|P_4822|P_12777
C_518195,P_2341|P_2342|P_14838
C_518228,P_28429|P_40653|P_41541
C_518308,P_25396|P_44325|P_27450
C_518446,P_27571|P_26418|P_31024
C_518745,P_15564|P_25355|P_5107
C_519069,P_35379|P_36299|P_40157
C_51948,P_7708|P_33712|P_9542
C_519511,P_1353|P_9669|P_39256
C_520164,P_14546|P_12777|P_16717
C_520635,P_36062|P_1926|P_18777
C_520638,P_7819|P_14546|P_4822
C_520642,P_20986|P_4667|P_13772
C_520747,P_1926|P_16717|P_7819
C_520781,P_14546|P_4822|P_14591
C_521170,P_7819|P_14546|P_12777
C_521356,P_4052|P_7819|P_18724
C_521796,P_1926|P_25919|P_19787
C_522296,P_7819|P_12777|P_16717
C_522697,P_19709|P_5409|P_5461
C_522874,P_7819|P_4822|P_2341
C_523157,P_7819|P_14591|P_4822
C_523501,P_7819|P_4822|P_14591
C_523566,P_14546|P_7819|P_30876
C_523606,P_15366|P_33338|P_29847
C_524389,P_12777|P_14546|P_4822
C_524449,P_4822|P_4919|P_7819
C_524521,P_16717|P_55|P_4299
C_524574,P_4822|P_7819|P_14591
C_524575,P_4822|P_7819|P_14546
C_524582,P_18256|P_7819|P_25579
C_524789,P_4919|P_7976|P_14603
C_524821,P_7819|P_14546|P_14591
C_525150,P_28729|P_12777|P_7302
C_525393,P_21387|P_8611|P_1525
C_525413,P_3061|P_22244|P_7342
C_525445,P_29640|P_4298|P_1926
C_525537,P_25458|P_7235|P_27531
C_525860,P_9168|P_7819|P_4822
C_52590,P_7819|P_4822|P_471
C_526404,P_9169|P_4822|P_14546
C_526529,P_4822|P_14546|P_7819
C_526600,P_34402|P_13684|P_2718
C_526875,P_18524|P_15245|P_30930
C_526877,P_28407|P_33816|P_32193
C_526929,P_16923|P_4298|P_13411
C_527244,P_7819|P_4822|P_14591
C_527426,P_12777|P_15307|P_14546
C_527509,P_7819|P_4822|P_9168
C_527652,P_14546|P_7819|P_12777
C_527836,P_4822|P_2102|P_2718
C_528122,P_8615|P_39284|P_44094
C_528379,P_7819|P_14546|P_12777
C_528768,P_40519|P_4822|P_16717
C_52885,P_10107|P_19186|P_30002
C_529008,P_4822|P_9169|P_20981
C_529278,P_12777|P_7819|P_4822
C_529481,P_14546|P_7819|P_4822
C_529756,P_26559|P_17292|P_28447
C_529778,P_44613|P_30796|P_151
C_530127,P_8625|P_14546|P_14591
C_530618,P_25275|P_25271|P_25268
C_530750,P_14546|P_12777|P_14595
C_530901,P_7819|P_12777|P_14546
C_531066,P_7833|P_31601|P_19382
C_531098,P_7819|P_4822|P_14546
C_531819,P_313|P_22273|P_12777
C_531858,P_28306|P_6634|P_140
C_53195,P_21581|P_19875|P_29018
C_531966,P_25816|P_13445|P_6097
C_532417,P_471|P_4822|P_457
C_532544,P_15307|P_4822|P_18123
C_532637,P_14546|P_7819|P_12777
C_532642,P_7303|P_6093|P_5001
C_533225,P_10370|P_40519|P_16964
C_533565,P_2211|P_25749|P_38643
C_53365,P_14546|P_12777|P_7819
C_53382,P_14546|P_12777|P_14838
C_533953,P_13315|P_8615|P_38123
C_534366,P_26913|P_30990|P_26905
C_534426,P_14546|P_12777|P_7819
C_534553,P_14546|P_4822|P_9168
C_535257,P_12777|P_14591|P_14595
C_535259,P_32239|P_33506|P_32238
C_535578,P_9926|P_11647|P_17687
C_535939,P_7819|P_14546|P_2342
C_536277,P_29855|P_29854|P_41469
C_536316,P_12304|P_35918|P_10842
C_536509,P_44256|P_44458|P_44254
C_536577,P_14591|P_4822|P_15307
C_536849,P_14546|P_14838|P_7983
C_537445,P_12777|P_14591|P_9510
C_538196,P_24677|P_14546|P_16717
C_538199,P_12256|P_40519|P_4218
C_538414,P_28669|P_35767|P_33397
C_539286,P_15472|P_2102|P_12256
C_539337,P_7819|P_12777|P_14838
C_539355,P_19364|P_33748|P_34420
C_539563,P_18109|P_39429|P_37790
C_539745,P_24269|P_17960|P_24256
C_539801,P_9766|P_9380|P_4716
C_540009,P_42803|P_34883|P_26465
C_54075,P_7819|P_4822|P_12777
C_540946,P_9510|P_7782|P_9459
C_541446,P_7819|P_12777|P_4822
C_541547,P_4822|P_40519|P_12777
C_541775,P_7819|P_12777|P_4822
C_542490,P_14546|P_7819|P_7937
C_542591,P_7819|P_14546|P_7934
C_542651,P_44198|P_44806|P_44216
C_542746,P_30259|P_825|P_39221
C_542777,P_17973|P_18036|P_12403
C_543296,P_7819|P_14546|P_4919
C_544740,P_34657|P_15164|P_4612
C_544908,P_12777|P_14591|P_14838
C_545467,P_9361|P_19235|P_27536
C_545708,P_40174|P_34833|P_41911
C_545816,P_4595|P_5016|P_5462
C_546010,P_17899|P_1211|P_17891
C_546181,P_44458|P_44255|P_44439
C_546504,P_12777|P_7819|P_14546
C_546597,P_20759|P_750|P_8352
C_546846,P_40519|P_15307|P_25749
C_546943,P_14546|P_12777|P_14591
C_547007,P_6095|P_6093|P_5001
C_547201,P_4822|P_7819|P_14546
C_54756,P_29640|P_24677|P_1926
C_547773,P_38646|P_35006|P_38643
C_548078,P_14829|P_14826|P_9168
C_548204,P_4822|P_2718|P_4218
C_548400,P_7819|P_12777|P_14838
C_54869,P_12777|P_14546|P_33552
C_549776,P_14546|P_7819|P_14838
C_549780,P_4822|P_16717|P_7819
C_550175,P_7819|P_16717|P_14546
C_550372,P_10107|P_12777|P_7819
C_550670,P_3248|P_9168|P_21208
C_550833,P_7782|P_4822|P_9459
C_550872,P_27571|P_31995|P_9937
C_550909,P_14546|P_7819|P_24256
C_551162,P_14546|P_13870|P_16717
C_551194,P_14546|P_7819|P_2342
C_551636,P_33907|P_7819|P_14546
C_551740,P_14591|P_16717|P_2341
C_552202,P_15307|P_40519|P_8625
C_552343,P_24677|P_40519|P_15307
C_552904,P_7819|P_9189|P_8791
C_552960,P_14546|P_7819|P_15307
C_553294,P_30971|P_26095|P_33506
C_553332,P_7819|P_14546|P_14591
C_553369,P_8391|P_4736|P_8389
C_553677,P_41164|P_5147|P_12777
C_553892,P_7819|P_4919|P_14546
C_553931,P_7819|P_14546|P_14591
C_553941,P_25708|P_16083|P_32339
C_554478,P_14546|P_14591|P_7819
C_554774,P_30878|P_7509|P_6938
C_554857,P_18538|P_25149|P_18396
C_554913,P_7819|P_14546|P_12777
C_555014,P_14546|P_14591|P_16717
C_55542,P_40519|P_7819|P_2342
C_555721,P_4667|P_13772|P_14111
C_555787,P_43506|P_4774|P_38129
C_555802,P_40080|P_33949|P_31465
C_555914,P_14546|P_7819|P_2211
C_55612,P_41224|P_17893|P_37927
C_55641,P_7819|P_14546|P_12777
C_556676,P_2545|P_37668|P_422
C_5569,P_2725|P_41469|P_4432
C_557255,P_44184|P_44182|P_13079
C_557685,P_14546|P_14838|P_24245
C_558044,P_21295|P_58|P_3365
C_558391,P_12777|P_4919|P_14838
C_558915,P_7819|P_14591|P_4822
C_559275,P_41373|P_43506|P_9798
C_559358,P_10182|P_10185|P_7116
C_559421,P_4822|P_15307|P_12256
C_559497,P_27726|P_38018|P_34763
C_55953,P_534|P_25920|P_16178
C_559808,P_14546|P_7819|P_14838
C_560550,P_34817|P_36079|P_30576
C_56128,P_29640|P_30643|P_24721
C_561483,P_27901|P_18208|P_2211
C_561520,P_14546|P_9168|P_12777
C_561667,P_747|P_349|P_2638
C_561733,P_44274|P_20759|P_12455
C_561770,P_5341|P_2937|P_2718
C_561814,P_7304|P_7303|P_19142
C_562033,P_12777|P_11579|P_1821
C_56241,P_7819|P_9510|P_14546
C_562417,P_7819|P_12777|P_14546
C_562762,P_7819|P_14838|P_9510
C_562990,P_7819|P_12777|P_14546
C_563018,P_25452|P_11367|P_38643
C_563041,P_42788|P_31465|P_31621
C_56322,P_14546|P_7819|P_12777
C_564147,P_26566|P_38643|P_28806
C_564338,P_7819|P_14546|P_9510
C_564453,P_24033|P_35377|P_20865
C_564555,P_14546|P_12777|P_14591
C_56456,P_2211|P_8086|P_14546
C_564757,P_2211|P_2255|P_9362
C_565663,P_40519|P_15015|P_11793
C_565837,P_20668|P_10089|P_1240
C_56596,P_17185|P_6451|P_11522
C_566132,P_7897|P_4008|P_7819
C_566322,P_12777|P_14595|P_7983
C_567540,P_7819|P_14546|P_12777
C_567778,P_7819|P_12777|P_16717
C_567981,P_34647|P_40189|P_34309
C_568298,P_14591|P_14838|P_16717
C_568357,P_7819|P_14546|P_12777
C_569082,P_38061|P_5256|P_2536
C_569147,P_14546|P_14591|P_14838
C_569184,P_3254|P_4509|P_28680
C_569322,P_7819|P_4822|P_14546
C_569611,P_2422|P_37200|P_35344
C_569863,P_44216|P_35000|P_44198
C_570011,P_12777|P_14591|P_15307
C_570052,P_7819|P_12658|P_9678
C_570063,P_534|P_38250|P_19796
C_570408,P_17904|P_8625|P_9542
C_570550,P_35159|P_41250|P_40215
C_57082,P_18530|P_18529|P_18532
C_570864,P_4156|P_10674|P_20204
C_570932,P_14546|P_12777|P_14838
C_570992,P_7819|P_14546|P_14591
C_57143,P_7819|P_14546|P_9169
C_571448,P_4822|P_7819|P_12777
C_571863,P_9169|P_4822|P_16717
C_572344,P_7244|P_7241|P_4335
C_572658,P_4822|P_9168|P_7819
C_572860,P_458|P_456|P_457
C_573435,P_2342|P_4218|P_4919
C_57365,P_14829|P_14826|P_31646
C_57371,P_6136|P_4929|P_11654
C_573898,P_15307|P_16717|P_40519
C_574054,P_44184|P_44185|P_5803
C_574149,P_17521|P_22253|P_33415
C_574924,P_471|P_456|P_697
C_57500,P_940|P_6896|P_40562
C_575022,P_15307|P_11760|P_4822
C_575125,P_12777|P_44439|P_44474
C_575268,P_14591|P_14838|P_14595
C_575292,P_12777|P_14591|P_4822
C_575395,P_7819|P_4822|P_12777
